created_at,entry_id,field1,field2
2018-12-18 11:59:25 UTC,106,26.5,65.0
2018-12-18 11:59:44 UTC,107,26.5,64.9
2018-12-18 12:00:04 UTC,108,26.5,65.0
2018-12-18 12:00:23 UTC,109,26.5,65.0
2018-12-18 12:00:42 UTC,110,26.5,65.0
2018-12-18 12:01:01 UTC,111,26.5,65.0
2018-12-18 12:01:20 UTC,112,26.5,65.0
2018-12-18 12:01:39 UTC,113,26.5,65.2
2018-12-18 12:01:58 UTC,114,26.5,66.4
2018-12-18 12:02:17 UTC,115,26.5,66.7
2018-12-18 12:02:37 UTC,116,26.5,66.4
2018-12-18 12:02:56 UTC,117,26.5,66.0
2018-12-18 12:03:15 UTC,118,26.5,65.4
2018-12-18 12:03:34 UTC,119,26.5,65.4
2018-12-18 12:03:53 UTC,120,26.6,65.4
2018-12-18 12:04:36 UTC,121,26.5,65.5
2018-12-18 12:04:55 UTC,122,26.5,65.5
2018-12-18 12:05:37 UTC,123,26.6,65.6
2018-12-18 12:05:56 UTC,124,26.6,65.2
2018-12-18 12:06:15 UTC,125,26.6,65.7
2018-12-18 12:06:34 UTC,126,26.6,65.4
2018-12-18 12:06:53 UTC,127,26.6,65.9
2018-12-18 12:07:12 UTC,128,26.6,65.6
2018-12-18 12:07:31 UTC,129,26.6,65.7
2018-12-18 12:07:50 UTC,130,26.6,65.7
2018-12-18 12:08:09 UTC,131,26.6,66.0
2018-12-18 12:08:28 UTC,132,26.6,65.8
2018-12-18 12:08:47 UTC,133,26.6,66.3
2018-12-18 12:09:07 UTC,134,26.6,66.0
2018-12-18 12:09:25 UTC,135,26.6,66.7
2018-12-18 12:09:45 UTC,136,26.6,66.7
2018-12-18 12:10:04 UTC,137,26.6,66.3
2018-12-18 12:10:23 UTC,138,26.6,66.4
2018-12-18 12:10:42 UTC,139,26.6,66.3
2018-12-18 12:11:01 UTC,140,26.6,66.0
2018-12-18 12:11:20 UTC,141,26.6,65.7
2018-12-18 12:11:39 UTC,142,26.6,65.7
2018-12-18 12:11:58 UTC,143,26.6,65.5
2018-12-18 12:12:17 UTC,144,26.7,66.2
2018-12-18 12:12:36 UTC,145,26.7,66.0
2018-12-18 12:12:55 UTC,146,26.6,66.0
2018-12-18 12:13:14 UTC,147,26.6,65.4
2018-12-18 12:13:33 UTC,148,26.7,65.3
2018-12-18 12:13:52 UTC,149,26.6,66.4
2018-12-18 12:14:11 UTC,150,26.6,66.2
2018-12-18 12:14:30 UTC,151,26.6,65.7
2018-12-18 12:14:49 UTC,152,26.6,64.8
2018-12-18 12:15:09 UTC,153,26.7,64.6
2018-12-18 12:15:28 UTC,154,26.6,65.2
2018-12-18 12:15:47 UTC,155,26.7,65.4
2018-12-18 12:16:06 UTC,156,26.7,64.8
2018-12-18 12:16:25 UTC,157,26.7,64.6
2018-12-18 12:16:44 UTC,158,26.7,64.1
2018-12-18 12:17:03 UTC,159,26.6,64.3
2018-12-18 12:17:22 UTC,160,26.6,64.0
2018-12-18 12:17:42 UTC,161,26.6,63.9
2018-12-18 12:18:01 UTC,162,26.6,63.9
2018-12-18 12:18:20 UTC,163,26.6,63.9
2018-12-18 12:18:39 UTC,164,26.6,63.9
2018-12-18 12:18:58 UTC,165,26.6,63.9
2018-12-18 12:19:17 UTC,166,26.6,64.0
2018-12-18 12:19:36 UTC,167,26.6,63.9
2018-12-18 12:19:55 UTC,168,26.6,64.1
2018-12-18 12:20:14 UTC,169,26.6,64.0
2018-12-18 12:20:33 UTC,170,26.5,63.9
2018-12-18 12:20:52 UTC,171,26.5,64.0
2018-12-18 12:21:11 UTC,172,26.5,64.0
2018-12-18 12:21:30 UTC,173,26.5,64.1
2018-12-18 12:21:50 UTC,174,26.5,64.0
2018-12-18 12:22:09 UTC,175,26.5,64.1
2018-12-18 12:22:28 UTC,176,26.5,64.1
2018-12-18 12:22:47 UTC,177,26.5,64.1
2018-12-18 12:23:06 UTC,178,26.5,64.1
2018-12-18 12:23:25 UTC,179,26.5,64.2
2018-12-18 12:23:44 UTC,180,26.4,64.1
2018-12-18 12:24:03 UTC,181,26.4,64.1
2018-12-18 12:24:22 UTC,182,26.4,64.1
2018-12-18 12:24:41 UTC,183,26.4,64.0
2018-12-18 12:25:00 UTC,184,26.4,64.0
2018-12-18 12:25:19 UTC,185,26.4,64.0
2018-12-18 12:25:38 UTC,186,26.4,64.1
2018-12-18 12:25:57 UTC,187,26.4,64.0
2018-12-18 12:26:16 UTC,188,26.4,64.0
2018-12-18 12:26:35 UTC,189,26.4,64.1
2018-12-18 12:26:54 UTC,190,26.4,64.1
2018-12-18 12:27:14 UTC,191,26.4,64.1
2018-12-18 12:27:33 UTC,192,26.4,64.0
2018-12-18 12:27:52 UTC,193,26.4,64.1
2018-12-18 12:28:11 UTC,194,26.4,64.0
2018-12-18 12:28:30 UTC,195,26.4,64.1
2018-12-18 12:28:49 UTC,196,26.4,64.1
2018-12-18 12:29:08 UTC,197,26.4,64.0
2018-12-18 12:29:27 UTC,198,26.4,64.1
2018-12-18 12:29:46 UTC,199,26.4,64.1
2018-12-18 12:30:06 UTC,200,26.4,64.1
2018-12-18 12:30:25 UTC,201,26.4,64.4
2018-12-18 12:30:44 UTC,202,26.4,64.1
2018-12-18 12:31:03 UTC,203,26.4,64.0
2018-12-18 12:31:22 UTC,204,26.4,63.9
2018-12-18 12:31:41 UTC,205,26.4,63.9
2018-12-18 12:32:00 UTC,206,26.4,63.9
2018-12-18 12:32:19 UTC,207,26.4,63.9
2018-12-18 12:32:38 UTC,208,26.4,64.0
2018-12-18 12:32:57 UTC,209,26.4,63.9
2018-12-18 12:33:16 UTC,210,26.4,64.0
2018-12-18 12:33:35 UTC,211,26.4,64.2
2018-12-18 12:33:54 UTC,212,26.4,64.3
2018-12-18 12:34:13 UTC,213,26.4,64.0
2018-12-18 12:34:32 UTC,214,26.4,63.9
2018-12-18 12:34:51 UTC,215,26.4,63.8
2018-12-18 12:35:11 UTC,216,26.4,63.7
2018-12-18 12:35:30 UTC,217,26.4,63.7
2018-12-18 12:35:49 UTC,218,26.4,63.7
2018-12-18 12:36:08 UTC,219,26.4,63.7
2018-12-18 12:36:27 UTC,220,26.4,63.8
2018-12-18 12:36:46 UTC,221,26.4,63.7
2018-12-18 12:37:05 UTC,222,26.3,63.7
2018-12-18 12:37:24 UTC,223,26.4,63.6
2018-12-18 12:37:44 UTC,224,26.4,63.6
2018-12-18 12:38:03 UTC,225,26.4,63.6
2018-12-18 12:38:22 UTC,226,26.3,63.5
2018-12-18 12:38:41 UTC,227,26.3,63.5
2018-12-18 12:39:00 UTC,228,26.3,63.5
2018-12-18 12:39:19 UTC,229,26.3,63.5
2018-12-18 12:39:38 UTC,230,26.3,63.5
2018-12-18 12:39:57 UTC,231,26.3,63.5
2018-12-18 12:40:16 UTC,232,26.3,63.6
2018-12-18 12:40:35 UTC,233,26.3,63.5
2018-12-18 12:40:54 UTC,234,26.3,63.5
2018-12-18 12:41:13 UTC,235,26.3,63.5
2018-12-18 12:41:32 UTC,236,26.3,63.5
2018-12-18 12:41:51 UTC,237,26.3,63.5
2018-12-18 12:42:10 UTC,238,26.3,63.5
2018-12-18 12:42:29 UTC,239,26.3,63.5
2018-12-18 12:42:48 UTC,240,26.3,63.5
2018-12-18 12:43:08 UTC,241,26.3,63.5
2018-12-18 12:43:27 UTC,242,26.3,63.5
2018-12-18 12:43:46 UTC,243,26.3,63.5
2018-12-18 12:44:05 UTC,244,26.3,63.4
2018-12-18 12:44:24 UTC,245,26.3,63.4
2018-12-18 12:44:43 UTC,246,26.3,63.3
2018-12-18 12:45:02 UTC,247,26.3,63.4
2018-12-18 12:45:21 UTC,248,26.3,63.4
2018-12-18 12:45:40 UTC,249,26.3,63.4
2018-12-18 12:45:59 UTC,250,26.3,63.4
2018-12-18 12:46:18 UTC,251,26.3,63.4
2018-12-18 12:46:37 UTC,252,26.3,63.3
2018-12-18 12:46:56 UTC,253,26.3,63.3
2018-12-18 12:47:16 UTC,254,26.3,63.3
2018-12-18 12:47:35 UTC,255,26.3,63.3
2018-12-18 12:47:54 UTC,256,26.3,63.3
2018-12-18 12:48:13 UTC,257,26.3,63.2
2018-12-18 12:48:32 UTC,258,26.3,63.3
2018-12-18 12:48:51 UTC,259,26.3,63.3
2018-12-18 12:49:10 UTC,260,26.3,63.2
2018-12-18 12:49:29 UTC,261,26.3,63.1
2018-12-18 12:49:48 UTC,262,26.3,63.1
2018-12-18 12:50:07 UTC,263,26.3,63.2
2018-12-18 12:50:26 UTC,264,26.3,63.1
2018-12-18 12:50:45 UTC,265,26.3,63.1
2018-12-18 12:51:04 UTC,266,26.3,63.1
2018-12-18 12:51:23 UTC,267,26.3,63.1
2018-12-18 12:51:42 UTC,268,26.3,63.1
2018-12-18 12:52:01 UTC,269,26.3,63.1
2018-12-18 12:52:20 UTC,270,26.3,63.1
2018-12-18 12:52:40 UTC,271,26.3,63.1
2018-12-18 12:52:59 UTC,272,26.3,63.1
2018-12-18 12:53:18 UTC,273,26.3,63.1
2018-12-18 12:53:37 UTC,274,26.3,63.1
2018-12-18 12:53:56 UTC,275,26.3,63.1
2018-12-18 12:54:15 UTC,276,26.3,63.0
2018-12-18 12:54:34 UTC,277,26.3,63.0
2018-12-18 12:54:53 UTC,278,26.3,62.9
2018-12-18 12:55:12 UTC,279,26.3,63.0
2018-12-18 12:55:31 UTC,280,26.3,62.9
2018-12-18 12:55:50 UTC,281,26.3,62.9
2018-12-18 12:56:09 UTC,282,26.3,63.0
2018-12-18 12:56:28 UTC,283,26.3,62.9
2018-12-18 12:56:47 UTC,284,26.3,62.9
2018-12-18 12:57:06 UTC,285,26.3,62.9
2018-12-18 12:57:25 UTC,286,26.3,62.9
2018-12-18 12:57:44 UTC,287,26.3,62.9
2018-12-18 12:58:04 UTC,288,26.3,62.8
2018-12-18 12:58:23 UTC,289,26.3,62.9
2018-12-18 12:58:42 UTC,290,26.3,62.8
2018-12-18 12:59:01 UTC,291,26.3,62.8
2018-12-18 12:59:20 UTC,292,26.3,62.8
2018-12-18 12:59:39 UTC,293,26.3,62.8
2018-12-18 12:59:58 UTC,294,26.3,62.7
2018-12-18 13:00:17 UTC,295,26.3,62.7
2018-12-18 13:00:36 UTC,296,26.3,62.7
2018-12-18 13:00:55 UTC,297,26.3,62.7
2018-12-18 13:01:14 UTC,298,26.3,62.7
2018-12-18 13:01:33 UTC,299,26.3,62.7
2018-12-18 13:01:53 UTC,300,26.3,62.7
2018-12-18 13:02:12 UTC,301,26.3,62.6
2018-12-18 13:02:31 UTC,302,26.3,62.6
2018-12-18 13:02:50 UTC,303,26.3,62.5
2018-12-18 13:03:09 UTC,304,26.3,62.5
2018-12-18 13:03:28 UTC,305,26.3,62.6
2018-12-18 13:03:47 UTC,306,26.3,62.5
2018-12-18 13:04:06 UTC,307,26.3,62.5
2018-12-18 13:04:25 UTC,308,26.3,62.5
2018-12-18 13:04:44 UTC,309,26.3,62.5
2018-12-18 13:05:03 UTC,310,26.4,62.4
2018-12-18 13:05:22 UTC,311,26.3,62.4
2018-12-18 13:05:42 UTC,312,26.3,62.3
2018-12-18 13:06:01 UTC,313,26.4,62.3
2018-12-18 13:06:20 UTC,314,26.4,62.4
2018-12-18 13:06:39 UTC,315,26.4,62.3
2018-12-18 13:06:58 UTC,316,26.4,62.3
2018-12-18 13:07:17 UTC,317,26.4,62.4
2018-12-18 13:07:36 UTC,318,26.4,62.3
2018-12-18 13:07:55 UTC,319,26.4,62.3
2018-12-18 13:08:14 UTC,320,26.4,62.2
2018-12-18 13:08:33 UTC,321,26.4,62.2
2018-12-18 13:08:52 UTC,322,26.4,62.1
2018-12-18 13:09:11 UTC,323,26.4,62.1
2018-12-18 13:09:30 UTC,324,26.4,62.1
2018-12-18 13:09:50 UTC,325,26.4,62.2
2018-12-18 13:10:08 UTC,326,26.4,62.2
2018-12-18 13:10:28 UTC,327,26.4,62.5
2018-12-18 13:10:47 UTC,328,26.4,62.3
2018-12-18 13:11:06 UTC,329,26.4,62.2
2018-12-18 13:11:25 UTC,330,26.4,62.1
2018-12-18 13:11:44 UTC,331,26.4,62.1
2018-12-18 13:12:03 UTC,332,26.4,62.0
2018-12-18 13:12:22 UTC,333,26.4,62.0
2018-12-18 13:12:41 UTC,334,26.4,62.0
2018-12-18 13:13:00 UTC,335,26.4,62.1
2018-12-18 13:13:19 UTC,336,26.4,62.0
2018-12-18 13:13:38 UTC,337,26.4,62.0
2018-12-18 13:13:57 UTC,338,26.4,62.0
2018-12-18 13:14:16 UTC,339,26.4,62.0
2018-12-18 13:14:36 UTC,340,26.4,61.9
2018-12-18 13:14:55 UTC,341,26.4,62.0
2018-12-18 13:15:14 UTC,342,26.4,62.0
2018-12-18 13:15:33 UTC,343,26.4,62.0
2018-12-18 13:15:52 UTC,344,26.4,61.9
2018-12-18 13:16:11 UTC,345,26.4,62.2
2018-12-18 13:16:30 UTC,346,26.4,62.3
2018-12-18 13:16:49 UTC,347,26.4,62.1
2018-12-18 13:17:08 UTC,348,26.4,61.9
2018-12-18 13:17:27 UTC,349,26.4,61.9
2018-12-18 13:17:46 UTC,350,26.4,61.8
2018-12-18 13:18:05 UTC,351,26.4,61.8
2018-12-18 13:18:25 UTC,352,26.4,61.8
2018-12-18 13:18:44 UTC,353,26.4,61.8
2018-12-18 13:19:03 UTC,354,26.4,61.8
2018-12-18 13:19:22 UTC,355,26.4,61.8
2018-12-18 13:19:41 UTC,356,26.4,61.7
2018-12-18 13:20:00 UTC,357,26.4,61.6
2018-12-18 13:20:19 UTC,358,26.4,61.4
2018-12-18 13:20:38 UTC,359,26.4,61.7
2018-12-18 13:20:57 UTC,360,26.4,61.8
2018-12-18 13:21:16 UTC,361,26.4,61.7
2018-12-18 13:21:35 UTC,362,26.4,61.6
2018-12-18 13:21:54 UTC,363,26.4,61.5
2018-12-18 13:22:13 UTC,364,26.4,61.5
2018-12-18 13:22:33 UTC,365,26.4,61.7
2018-12-18 13:22:52 UTC,366,26.4,61.6
2018-12-18 13:23:11 UTC,367,26.4,61.6
2018-12-18 13:23:30 UTC,368,26.4,61.6
2018-12-18 13:23:49 UTC,369,26.4,61.6
2018-12-18 13:24:08 UTC,370,26.4,61.5
2018-12-18 13:24:27 UTC,371,26.4,61.5
2018-12-18 13:24:46 UTC,372,26.4,61.5
2018-12-18 13:25:05 UTC,373,26.4,61.5
2018-12-18 13:25:24 UTC,374,26.4,61.5
2018-12-18 13:25:43 UTC,375,26.4,61.4
2018-12-18 13:26:02 UTC,376,26.4,61.4
2018-12-18 13:26:21 UTC,377,26.4,61.4
2018-12-18 13:26:41 UTC,378,26.4,61.3
2018-12-18 13:27:00 UTC,379,26.4,61.3
2018-12-18 13:27:19 UTC,380,26.4,61.3
2018-12-18 13:27:38 UTC,381,26.4,61.3
2018-12-18 13:27:57 UTC,382,26.4,61.3
2018-12-18 13:28:16 UTC,383,26.4,61.3
2018-12-18 13:28:35 UTC,384,26.4,61.3
2018-12-18 13:28:54 UTC,385,26.4,61.3
2018-12-18 13:29:13 UTC,386,26.4,61.2
2018-12-18 13:29:32 UTC,387,26.4,61.2
2018-12-18 13:29:51 UTC,388,26.4,61.2
2018-12-18 13:30:10 UTC,389,26.4,61.2
2018-12-18 13:30:29 UTC,390,26.4,61.2
2018-12-18 13:30:48 UTC,391,26.4,61.2
2018-12-18 13:31:07 UTC,392,26.4,61.2
2018-12-18 13:31:26 UTC,393,26.4,61.2
2018-12-18 13:31:45 UTC,394,26.4,61.1
2018-12-18 13:32:05 UTC,395,26.4,61.1
2018-12-18 13:32:24 UTC,396,26.4,61.1
2018-12-18 13:32:43 UTC,397,26.4,61.1
2018-12-18 13:33:03 UTC,398,26.4,61.1
2018-12-18 13:33:21 UTC,399,26.4,61.1
2018-12-18 13:33:40 UTC,400,26.4,61.1
2018-12-18 13:33:59 UTC,401,26.4,61.1
2018-12-18 13:34:18 UTC,402,26.4,61.0
2018-12-18 13:34:37 UTC,403,26.4,61.0
2018-12-18 13:34:56 UTC,404,26.4,61.0
2018-12-18 13:35:15 UTC,405,26.4,61.0
2018-12-18 13:35:34 UTC,406,26.4,61.0
2018-12-18 13:35:54 UTC,407,26.4,61.0
2018-12-18 13:36:13 UTC,408,26.4,61.0
2018-12-18 13:36:32 UTC,409,26.4,60.9
2018-12-18 13:36:51 UTC,410,26.4,60.9
2018-12-18 13:37:10 UTC,411,26.4,61.0
2018-12-18 13:37:29 UTC,412,26.4,61.0
2018-12-18 13:37:48 UTC,413,26.4,61.0
2018-12-18 13:38:07 UTC,414,26.4,61.0
2018-12-18 13:38:26 UTC,415,26.4,60.9
2018-12-18 13:38:45 UTC,416,26.4,60.9
2018-12-18 13:39:04 UTC,417,26.4,60.9
2018-12-18 13:39:23 UTC,418,26.4,60.9
2018-12-18 13:39:42 UTC,419,26.4,60.9
2018-12-18 13:40:01 UTC,420,26.4,60.9
2018-12-18 13:40:20 UTC,421,26.4,60.9
2018-12-18 13:40:39 UTC,422,26.4,60.8
2018-12-18 13:40:58 UTC,423,26.4,60.8
2018-12-18 13:41:17 UTC,424,26.4,60.8
2018-12-18 13:41:37 UTC,425,26.4,60.8
2018-12-18 13:41:56 UTC,426,26.4,60.8
2018-12-18 13:42:15 UTC,427,26.4,60.7
2018-12-18 13:42:34 UTC,428,26.4,60.7
2018-12-18 13:42:53 UTC,429,26.4,60.7
2018-12-18 13:43:12 UTC,430,26.4,60.7
2018-12-18 13:43:31 UTC,431,26.4,60.7
2018-12-18 13:43:50 UTC,432,26.4,60.7
2018-12-18 13:44:09 UTC,433,26.4,60.7
2018-12-18 13:44:28 UTC,434,26.4,60.7
2018-12-18 13:44:47 UTC,435,26.4,60.7
2018-12-18 13:45:06 UTC,436,26.4,60.6
2018-12-18 13:45:26 UTC,437,26.4,60.7
2018-12-18 13:45:45 UTC,438,26.4,60.7
2018-12-18 13:46:04 UTC,439,26.4,60.7
2018-12-18 13:46:23 UTC,440,26.4,60.6
2018-12-18 13:46:42 UTC,441,26.4,60.6
2018-12-18 13:47:01 UTC,442,26.4,60.6
2018-12-18 13:47:20 UTC,443,26.4,60.6
2018-12-18 13:47:39 UTC,444,26.5,60.8
2018-12-18 13:47:58 UTC,445,26.4,60.6
2018-12-18 13:48:17 UTC,446,26.4,60.5
2018-12-18 13:48:36 UTC,447,26.4,60.5
2018-12-18 13:48:55 UTC,448,26.4,60.5
2018-12-18 13:49:14 UTC,449,26.5,60.6
2018-12-18 13:49:33 UTC,450,26.4,60.5
2018-12-18 13:49:52 UTC,451,26.4,60.4
2018-12-18 13:50:11 UTC,452,26.4,60.4
2018-12-18 13:50:31 UTC,453,26.4,60.4
2018-12-18 13:50:50 UTC,454,26.4,60.4
2018-12-18 13:51:09 UTC,455,26.5,60.5
2018-12-18 13:51:28 UTC,456,26.4,60.4
2018-12-18 13:51:47 UTC,457,26.4,60.3
2018-12-18 13:52:06 UTC,458,26.4,60.3
2018-12-18 13:52:25 UTC,459,26.4,60.3
2018-12-18 13:52:44 UTC,460,26.4,60.3
2018-12-18 13:53:03 UTC,461,26.4,60.3
2018-12-18 13:53:23 UTC,462,26.4,60.3
2018-12-18 13:53:42 UTC,463,26.4,60.3
2018-12-18 13:54:01 UTC,464,26.4,60.2
2018-12-18 13:54:20 UTC,465,26.4,60.3
2018-12-18 13:54:39 UTC,466,26.4,60.3
2018-12-18 13:54:58 UTC,467,26.4,60.3
2018-12-18 13:55:17 UTC,468,26.4,60.2
2018-12-18 13:55:36 UTC,469,26.4,60.3
2018-12-18 13:55:55 UTC,470,26.4,60.3
2018-12-18 13:56:14 UTC,471,26.4,60.3
2018-12-18 13:56:33 UTC,472,26.4,60.3
2018-12-18 13:56:52 UTC,473,26.4,60.2
2018-12-18 13:57:11 UTC,474,26.4,60.2
2018-12-18 13:57:33 UTC,475,26.4,60.2
2018-12-18 13:57:50 UTC,476,26.4,60.1
2018-12-18 13:58:09 UTC,477,26.4,60.1
2018-12-18 13:58:28 UTC,478,26.4,60.1
2018-12-18 13:58:47 UTC,479,26.4,60.1
2018-12-18 13:59:06 UTC,480,26.4,60.1
2018-12-18 13:59:25 UTC,481,26.4,60.1
2018-12-18 13:59:44 UTC,482,26.4,60.1
2018-12-18 14:00:03 UTC,483,26.4,60.2
2018-12-18 14:00:22 UTC,484,26.4,60.1
2018-12-18 14:00:41 UTC,485,26.4,60.1
2018-12-18 14:01:00 UTC,486,26.4,60.1
2018-12-18 14:01:19 UTC,487,26.4,60.1
2018-12-18 14:01:38 UTC,488,26.4,60.1
2018-12-18 14:01:57 UTC,489,26.4,60.1
2018-12-18 14:02:16 UTC,490,26.4,60.1
2018-12-18 14:02:35 UTC,491,26.4,60.0
2018-12-18 14:02:54 UTC,492,26.4,60.0
2018-12-18 14:03:14 UTC,493,26.4,60.1
2018-12-18 14:03:33 UTC,494,26.4,60.0
2018-12-18 14:03:52 UTC,495,26.4,60.0
2018-12-18 14:04:11 UTC,496,26.4,59.9
2018-12-18 14:04:30 UTC,497,26.4,60.0
2018-12-18 14:04:49 UTC,498,26.4,60.0
2018-12-18 14:05:08 UTC,499,26.4,60.0
2018-12-18 14:05:29 UTC,500,26.4,59.9
2018-12-18 14:05:46 UTC,501,26.4,60.0
2018-12-18 14:06:05 UTC,502,26.4,60.0
2018-12-18 14:06:25 UTC,503,26.4,59.9
2018-12-18 14:06:45 UTC,504,26.4,59.9
2018-12-18 14:07:03 UTC,505,26.4,59.9
2018-12-18 14:07:22 UTC,506,26.4,59.9
2018-12-18 14:07:41 UTC,507,26.4,59.9
2018-12-18 14:08:00 UTC,508,26.4,59.9
2018-12-18 14:08:19 UTC,509,26.4,59.9
2018-12-18 14:08:38 UTC,510,26.4,59.8
2018-12-18 14:08:57 UTC,511,26.4,59.8
2018-12-18 14:09:16 UTC,512,26.4,59.8
2018-12-18 14:09:35 UTC,513,26.4,59.8
2018-12-18 14:09:54 UTC,514,26.4,59.8
2018-12-18 14:10:13 UTC,515,26.4,59.8
2018-12-18 14:10:32 UTC,516,26.4,59.8
2018-12-18 14:10:51 UTC,517,26.4,59.8
